c_CI_Cat,c_Closure_Code,q_No_of_Reassignments,q_No_of_Related_Incidents,q_No_of_Related_Interactions,t_Close_Time,t_Open_Time,t_ReopenFlag,t_TicketWIPDurationDays,y_Priority
3,1,0,0.0,1.0,2013-12-17 12:49:00,2013-12-13 10:49:00,0,4.083333333333333,4
1,4,0,0.0,1.0,2013-12-13 11:16:00,2013-12-13 11:05:00,0,0.007638888888888889,3
1,6,0,0.0,1.0,2013-12-13 16:25:00,2013-12-13 11:08:00,0,0.22013888888888888,4
1,6,0,0.0,1.0,2013-12-16 14:08:00,2013-12-13 11:13:00,0,3.1215277777777777,3
1,9,3,0.0,1.0,2013-12-16 12:58:00,2013-12-13 11:17:00,0,3.0701388888888888,3
1,6,0,0.0,1.0,2013-12-13 12:26:00,2013-12-13 11:18:00,0,0.04722222222222222,3
11,6,0,0.0,2.0,2013-12-17 13:39:00,2013-12-13 11:19:00,1,4.097222222222221,3
3,1,0,0.0,1.0,2013-12-17 13:03:00,2013-12-13 11:21:00,0,4.070833333333334,4
1,6,0,0.0,1.0,2013-12-13 12:27:00,2013-12-13 11:26:00,0,0.04236111111111111,3
1,2,0,0.0,1.0,2013-12-13 12:18:00,2013-12-13 11:30:00,0,0.03333333333333333,4
1,6,5,0.0,2.0,2013-12-17 09:22:00,2013-12-13 11:41:00,1,3.9034722222222222,3
1,2,0,0.0,1.0,2013-12-13 15:12:00,2013-12-13 11:50:00,0,0.14027777777777778,2
1,6,0,0.0,1.0,2013-12-13 12:08:00,2013-12-13 12:04:00,0,0.0027777777777777783,3
1,7,0,0.0,1.0,2013-12-16 15:29:00,2013-12-13 12:57:00,0,3.105555555555556,3
1,6,0,0.0,1.0,2013-12-13 13:43:00,2013-12-13 13:06:00,0,0.025694444444444443,3
1,8,1,0.0,1.0,2013-12-16 16:14:00,2013-12-13 13:35:00,0,3.1104166666666666,4
10,6,0,0.0,1.0,2013-12-16 09:54:00,2013-12-13 14:14:00,0,2.8194444444444446,3
11,4,0,0.0,1.0,2013-12-13 15:17:00,2013-12-13 14:18:00,0,0.040972222222222215,3
11,4,3,0.0,1.0,2014-01-20 09:06:00,2013-12-13 14:21:00,0,37.78125,4
1,8,0,0.0,1.0,2013-12-16 07:40:00,2013-12-13 14:47:00,0,2.7034722222222216,4
3,1,2,0.0,2.0,2014-01-02 14:17:00,2013-12-13 10:16:00,0,20.167361111111113,4
3,4,0,0.0,1.0,2014-01-03 08:31:00,2013-12-13 10:23:00,0,20.922222222222217,3
11,6,0,0.0,1.0,2013-12-13 11:44:00,2013-12-13 10:28:00,0,0.052777777777777785,3
1,1,0,0.0,1.0,2013-12-13 12:15:00,2013-12-13 10:31:00,0,0.07222222222222223,2
1,6,0,0.0,1.0,2013-12-19 09:45:00,2013-12-13 10:35:00,0,5.965277777777778,4
1,2,0,0.0,1.0,2013-12-18 10:19:00,2013-12-13 10:50:00,0,4.978472222222221,3
1,0,0,0.0,1.0,2013-12-16 12:06:00,2013-12-13 10:51:00,0,3.052083333333333,3
1,4,0,0.0,1.0,2013-12-13 11:25:00,2013-12-13 10:54:00,0,0.021527777777777774,3
1,4,0,0.0,1.0,2013-12-16 11:48:00,2013-12-13 10:56:00,0,3.036111111111111,3
1,6,1,0.0,1.0,2013-12-20 14:40:00,2013-12-13 10:59:00,0,7.153472222222222,3
1,6,4,0.0,1.0,2013-12-20 11:41:00,2013-12-13 11:08:00,0,7.022916666666666,4
1,6,2,0.0,1.0,2013-12-13 15:56:00,2013-12-13 11:09:00,0,0.1993055555555556,4
1,0,5,0.0,1.0,2013-12-18 15:50:00,2013-12-13 11:16:00,0,5.190277777777778,3
1,4,2,0.0,1.0,2013-12-13 14:17:00,2013-12-13 11:17:00,0,0.125,3
3,4,0,0.0,1.0,2013-12-13 15:30:00,2013-12-13 11:19:00,0,0.17430555555555555,4
1,4,5,0.0,1.0,2013-12-17 10:22:00,2013-12-13 11:22:00,0,3.9583333333333335,3
1,4,7,0.0,1.0,2013-12-20 16:44:00,2013-12-13 11:25:00,0,7.221527777777778,3
1,6,1,0.0,1.0,2013-12-13 14:16:00,2013-12-13 11:31:00,0,0.11458333333333333,3
1,6,0,1.0,1.0,2013-12-13 16:38:00,2013-12-13 11:34:00,0,0.2111111111111111,2
1,2,0,0.0,1.0,2013-12-13 13:28:00,2013-12-13 11:39:00,0,0.07569444444444444,2
11,4,11,0.0,1.0,2014-01-23 11:05:00,2013-12-13 11:39:00,0,40.97638888888889,3
1,4,1,0.0,1.0,2013-12-13 15:23:00,2013-12-13 11:43:00,0,0.1527777777777778,3
1,7,2,0.0,1.0,2014-01-15 14:52:00,2013-12-13 11:46:00,0,33.12916666666667,4
1,2,1,0.0,2.0,2013-12-16 13:17:00,2013-12-13 11:49:00,1,3.061111111111111,3
1,6,1,0.0,1.0,2013-12-17 15:41:00,2013-12-13 11:50:00,0,4.160416666666666,4
11,4,1,0.0,2.0,2013-12-23 10:35:00,2013-12-13 11:55:00,1,9.944444444444443,3
1,4,1,0.0,1.0,2013-12-13 14:41:00,2013-12-13 11:58:00,0,0.11319444444444444,3
11,3,0,0.0,1.0,2013-12-13 12:04:00,2013-12-13 12:01:00,0,0.0020833333333333333,3
10,4,0,0.0,1.0,2013-12-18 08:27:00,2013-12-13 10:17:00,0,4.923611111111111,3
1,6,6,0.0,2.0,2014-01-21 08:49:00,2013-12-13 10:29:00,0,38.930555555555564,2
1,7,1,0.0,1.0,2013-12-16 11:42:00,2013-12-13 10:34:00,0,3.0472222222222216,3
1,6,0,0.0,1.0,2013-12-13 10:51:00,2013-12-13 10:46:00,0,0.003472222222222222,3
1,4,1,0.0,1.0,2013-12-13 15:26:00,2013-12-13 10:47:00,0,0.19375,4
1,4,0,0.0,1.0,2013-12-13 11:14:00,2013-12-13 10:59:00,0,0.010416666666666666,3
1,6,0,0.0,1.0,2013-12-16 13:56:00,2013-12-13 11:00:00,0,3.1222222222222222,4
11,3,6,0.0,1.0,2013-12-18 15:53:00,2013-12-13 11:25:00,0,5.186111111111111,3
1,4,0,0.0,1.0,2013-12-13 11:50:00,2013-12-13 11:32:00,0,0.0125,3
1,6,0,0.0,1.0,2013-12-16 10:32:00,2013-12-13 11:46:00,0,2.948611111111111,3
1,6,0,0.0,1.0,2013-12-13 11:50:00,2013-12-13 11:46:00,0,0.0027777777777777783,3
1,9,1,0.0,1.0,2013-12-16 10:00:00,2013-12-13 11:55:00,0,2.920138888888889,3
3,4,0,0.0,1.0,2013-12-16 11:16:00,2013-12-13 12:00:00,0,2.969444444444445,3
3,4,0,0.0,1.0,2013-12-16 11:16:00,2013-12-13 12:03:00,0,2.967361111111111,3
1,6,0,0.0,1.0,2013-12-13 12:48:00,2013-12-13 12:36:00,0,0.008333333333333333,3
1,8,0,0.0,1.0,2013-12-13 13:47:00,2013-12-13 12:41:00,0,0.04583333333333333,3
1,6,0,0.0,1.0,2013-12-17 13:49:00,2013-12-13 12:43:00,0,4.045833333333333,4
1,6,0,0.0,1.0,2013-12-13 13:05:00,2013-12-13 12:53:00,0,0.008333333333333333,3
1,6,1,0.0,1.0,2013-12-13 13:20:00,2013-12-13 12:55:00,0,0.017361111111111112,3
1,6,0,0.0,1.0,2013-12-13 13:46:00,2013-12-13 13:34:00,0,0.008333333333333333,3
1,4,2,7.0,1.0,2013-12-18 11:04:00,2013-12-13 13:44:00,0,4.888888888888889,2
1,8,0,0.0,1.0,2013-12-13 13:53:00,2013-12-13 13:44:00,0,0.00625,3
1,4,1,0.0,1.0,2013-12-13 15:39:00,2013-12-13 13:51:00,0,0.075,3
1,4,5,0.0,1.0,2013-12-16 13:26:00,2013-12-13 14:09:00,0,2.970138888888889,3
1,8,0,0.0,1.0,2013-12-13 14:15:00,2013-12-13 14:12:00,0,0.0020833333333333333,3
1,2,1,0.0,1.0,2013-12-17 13:14:00,2013-12-13 14:15:00,0,3.957638888888889,3
1,6,1,0.0,1.0,2013-12-16 14:29:00,2013-12-13 14:28:00,0,3.000694444444445,3
11,3,0,0.0,1.0,2013-12-16 08:01:00,2013-12-13 15:04:00,0,2.70625,3
1,6,1,0.0,1.0,2013-12-17 10:33:00,2013-12-13 11:22:00,0,3.9659722222222222,4
11,8,0,0.0,1.0,2013-12-13 12:40:00,2013-12-13 11:28:00,0,0.05,3
1,0,1,0.0,1.0,2013-12-13 16:07:00,2013-12-13 11:36:00,0,0.18819444444444444,4
1,6,1,0.0,1.0,2014-02-04 17:58:00,2013-12-13 11:36:00,0,53.265277777777776,3
1,4,1,0.0,1.0,2013-12-13 16:07:00,2013-12-13 11:39:00,0,0.18611111111111112,4
11,3,0,0.0,1.0,2013-12-13 11:52:00,2013-12-13 11:48:00,0,0.0027777777777777783,3
11,6,0,0.0,1.0,2013-12-13 12:42:00,2013-12-13 12:27:00,0,0.010416666666666666,3
1,8,0,0.0,1.0,2013-12-13 12:49:00,2013-12-13 12:34:00,0,0.010416666666666666,3
1,4,4,0.0,1.0,2013-12-16 13:31:00,2013-12-13 12:53:00,0,3.026388888888889,4
1,8,0,0.0,1.0,2013-12-13 13:05:00,2013-12-13 13:02:00,0,0.0020833333333333333,2
1,2,1,0.0,1.0,2014-01-06 06:39:00,2013-12-13 13:13:00,0,23.726388888888888,3
1,6,2,0.0,1.0,2013-12-13 15:25:00,2013-12-13 13:21:00,0,0.08611111111111111,3
1,6,0,0.0,1.0,2013-12-16 10:04:00,2013-12-13 13:30:00,0,2.8569444444444443,3
1,3,1,0.0,1.0,2013-12-16 10:52:00,2013-12-13 13:46:00,0,2.879166666666667,3
11,6,1,0.0,1.0,2013-12-13 16:32:00,2013-12-13 13:53:00,0,0.11041666666666666,3
1,3,0,0.0,2.0,2013-12-18 11:22:00,2013-12-13 14:24:00,0,4.873611111111111,3
11,6,0,0.0,1.0,2013-12-13 15:21:00,2013-12-13 14:31:00,0,0.034722222222222224,3
1,4,0,0.0,1.0,2013-12-16 10:27:00,2013-12-13 14:31:00,0,2.830555555555556,3
3,0,1,1.0,1.0,2013-12-13 15:27:00,2013-12-13 14:47:00,0,0.027777777777777776,2
11,0,3,0.0,2.0,2013-12-17 12:38:00,2013-12-13 14:57:00,1,3.9034722222222222,3
1,8,0,0.0,1.0,2013-12-13 15:45:00,2013-12-13 15:27:00,0,0.0125,3
11,8,0,0.0,1.0,2013-12-13 16:02:00,2013-12-13 15:38:00,0,0.016666666666666666,3
1,3,0,0.0,1.0,2013-12-16 10:42:00,2013-12-13 15:40:00,0,2.793055555555556,3
11,6,0,0.0,1.0,2013-12-13 17:56:00,2013-12-13 15:59:00,0,0.08125,3
1,6,0,0.0,1.0,2013-12-17 09:56:00,2013-12-13 16:07:00,0,3.7423611111111112,3
1,9,7,0.0,1.0,2013-12-18 13:33:00,2013-12-13 16:09:00,0,4.891666666666667,2
1,4,3,0.0,1.0,2013-12-16 10:49:00,2013-12-13 12:14:00,0,2.9409722222222223,3
11,0,0,0.0,1.0,2013-12-13 14:13:00,2013-12-13 12:14:00,0,0.08263888888888889,3
3,7,1,0.0,1.0,2013-12-13 12:28:00,2013-12-13 12:18:00,0,0.006944444444444444,4
3,1,2,0.0,1.0,2013-12-13 16:28:00,2013-12-13 12:24:00,0,0.16944444444444445,4
1,4,2,0.0,1.0,2013-12-16 08:33:00,2013-12-13 12:32:00,0,2.8340277777777776,3
1,4,0,0.0,1.0,2013-12-13 13:44:00,2013-12-13 12:48:00,0,0.03888888888888889,3
1,6,2,0.0,1.0,2013-12-13 16:40:00,2013-12-13 12:56:00,0,0.15555555555555556,2
1,4,0,0.0,1.0,2013-12-13 15:16:00,2013-12-13 13:08:00,0,0.08888888888888889,3
11,6,3,0.0,1.0,2013-12-27 12:30:00,2013-12-13 13:24:00,0,13.9625,3
1,4,5,0.0,1.0,2013-12-15 11:56:00,2013-12-13 13:24:00,0,1.9388888888888889,3
1,4,1,0.0,1.0,2013-12-13 14:00:00,2013-12-13 13:29:00,0,0.021527777777777774,3
1,6,1,0.0,1.0,2013-12-13 18:20:00,2013-12-13 13:39:00,0,0.1951388888888889,3
1,4,3,0.0,1.0,2013-12-17 10:27:00,2013-12-13 13:41:00,0,3.8652777777777776,3
11,4,0,0.0,1.0,2013-12-13 14:02:00,2013-12-13 13:53:00,0,0.00625,3
1,8,0,0.0,1.0,2013-12-13 14:02:00,2013-12-13 13:57:00,0,0.003472222222222222,2
1,6,1,0.0,1.0,2013-12-13 16:45:00,2013-12-13 14:12:00,0,0.10625,2
1,6,0,0.0,1.0,2013-12-13 15:22:00,2013-12-13 14:21:00,0,0.04236111111111111,3
10,0,1,1.0,1.0,2013-12-13 15:25:00,2013-12-13 14:53:00,0,0.022222222222222227,1
3,0,1,1.0,1.0,2013-12-13 15:26:00,2013-12-13 14:54:00,0,0.022222222222222227,1
1,4,1,0.0,1.0,2013-12-17 10:09:00,2013-12-13 15:08:00,0,3.792361111111111,3
3,7,4,1.0,1.0,2013-12-16 10:07:00,2013-12-13 15:14:00,0,2.7868055555555555,2
1,6,1,0.0,1.0,2013-12-16 08:44:00,2013-12-13 15:17:00,0,2.7270833333333333,3
1,4,9,0.0,1.0,2013-12-27 14:14:00,2013-12-13 15:28:00,0,13.948611111111115,3
11,8,0,0.0,1.0,2013-12-13 16:09:00,2013-12-13 15:35:00,0,0.02361111111111111,3
11,6,0,0.0,1.0,2013-12-13 16:20:00,2013-12-13 15:42:00,0,0.026388888888888892,3
3,1,6,0.0,2.0,2014-01-02 14:26:00,2013-12-13 16:01:00,1,19.934027777777782,4
1,8,0,0.0,1.0,2013-12-13 16:37:00,2013-12-13 16:03:00,0,0.02361111111111111,2
1,4,0,0.0,1.0,2013-12-16 11:39:00,2013-12-13 16:04:00,0,2.8159722222222223,4
1,1,1,0.0,1.0,2013-12-19 22:26:00,2013-12-13 16:21:00,0,6.253472222222222,3
11,4,0,1.0,1.0,2013-12-13 17:01:00,2013-12-13 16:29:00,0,0.022222222222222227,1
11,4,1,0.0,1.0,2013-12-24 08:32:00,2013-12-13 16:38:00,0,10.6625,4
3,1,0,0.0,1.0,2013-12-18 09:33:00,2013-12-13 14:56:00,0,4.7756944444444445,4
3,1,0,0.0,1.0,2013-12-18 09:34:00,2013-12-13 14:58:00,0,4.775,4
3,1,0,0.0,1.0,2013-12-18 09:35:00,2013-12-13 15:02:00,0,4.772916666666666,4
1,6,1,0.0,1.0,2013-12-19 12:13:00,2013-12-13 16:07:00,0,5.8375,3
1,8,0,0.0,1.0,2013-12-13 16:31:00,2013-12-13 16:16:00,0,0.010416666666666666,4
1,0,3,0.0,1.0,2013-12-17 10:20:00,2013-12-13 16:32:00,0,3.7416666666666663,3
1,0,3,0.0,1.0,2014-01-21 11:18:00,2013-12-16 08:03:00,0,36.13541666666666,3
1,0,8,0.0,1.0,2014-01-27 09:41:00,2013-12-16 08:06:00,0,42.06597222222222,3
1,9,0,0.0,1.0,2013-12-19 12:35:00,2013-12-16 08:13:00,0,3.1819444444444445,4
1,1,1,0.0,1.0,2013-12-16 08:20:00,2013-12-16 08:14:00,0,0.0041666666666666675,2
3,1,0,0.0,1.0,2013-12-23 10:54:00,2013-12-16 08:14:00,0,7.111111111111112,4
1,4,0,0.0,1.0,2013-12-16 09:31:00,2013-12-16 08:16:00,0,0.052083333333333336,2
3,1,0,0.0,1.0,2013-12-19 14:02:00,2013-12-16 08:32:00,0,3.2291666666666665,3
3,1,0,0.0,1.0,2013-12-17 10:27:00,2013-12-16 08:34:00,0,1.0784722222222225,1
1,6,2,0.0,1.0,2013-12-22 22:46:00,2013-12-16 08:39:00,0,6.5881944444444445,3
1,4,0,0.0,1.0,2013-12-19 09:05:00,2013-12-16 08:40:00,0,3.017361111111111,4
1,4,1,0.0,1.0,2013-12-20 11:59:00,2013-12-16 08:42:00,0,4.136805555555555,3
1,4,0,0.0,1.0,2013-12-16 09:47:00,2013-12-16 08:47:00,0,0.04166666666666666,2
1,4,0,0.0,1.0,2013-12-16 10:53:00,2013-12-16 09:00:00,0,0.07847222222222222,4
1,6,0,0.0,1.0,2013-12-16 09:54:00,2013-12-16 09:21:00,0,0.02291666666666666,3
1,4,0,0.0,1.0,2013-12-16 09:47:00,2013-12-16 09:23:00,0,0.016666666666666666,2
1,9,0,0.0,1.0,2013-12-16 13:53:00,2013-12-16 09:27:00,0,0.18472222222222226,3
1,6,1,0.0,1.0,2013-12-16 14:49:00,2013-12-16 09:28:00,0,0.22291666666666668,3
1,4,2,0.0,1.0,2013-12-18 15:05:00,2013-12-16 09:33:00,0,2.230555555555556,2
1,4,0,0.0,1.0,2013-12-20 11:21:00,2013-12-13 16:02:00,0,6.804861111111111,4
11,6,0,0.0,1.0,2013-12-13 16:39:00,2013-12-13 16:16:00,0,0.015972222222222218,3
1,2,0,0.0,1.0,2013-12-16 09:27:00,2013-12-13 16:35:00,0,2.7027777777777784,3
1,4,7,0.0,1.0,2013-12-20 11:41:00,2013-12-13 16:59:00,0,6.779166666666668,4
11,4,0,0.0,1.0,2013-12-14 15:18:00,2013-12-13 18:20:00,0,0.8736111111111111,3
1,9,0,0.0,1.0,2013-12-16 08:06:00,2013-12-14 22:23:00,0,1.4048611111111111,3
1,2,0,0.0,1.0,2013-12-16 08:08:00,2013-12-15 12:42:00,0,0.8097222222222222,2
1,6,0,0.0,1.0,2013-12-16 12:02:00,2013-12-16 07:53:00,0,0.17291666666666666,3
1,2,2,0.0,2.0,2013-12-18 10:16:00,2013-12-16 08:06:00,1,2.0902777777777777,2
1,6,0,0.0,1.0,2013-12-16 15:52:00,2013-12-16 08:11:00,0,0.3201388888888889,2
3,1,1,0.0,1.0,2013-12-18 15:51:00,2013-12-16 08:33:00,0,2.3041666666666667,4
1,6,0,0.0,1.0,2013-12-16 11:58:00,2013-12-16 08:40:00,0,0.1375,3
3,1,0,0.0,1.0,2013-12-19 11:23:00,2013-12-16 09:25:00,0,3.0819444444444444,4
3,6,2,0.0,1.0,2013-12-27 14:35:00,2013-12-16 09:44:00,0,11.202083333333333,3
1,4,3,0.0,1.0,2013-12-17 10:54:00,2013-12-16 09:56:00,0,1.040277777777778,3
1,4,1,0.0,1.0,2013-12-16 10:30:00,2013-12-16 10:09:00,0,0.014583333333333334,3
1,4,0,0.0,1.0,2013-12-16 11:05:00,2013-12-16 10:31:00,0,0.02361111111111111,2
11,4,1,0.0,1.0,2013-12-16 11:52:00,2013-12-13 16:20:00,0,2.813888888888889,3
9,9,4,0.0,3.0,2013-12-27 09:15:00,2013-12-13 16:30:00,1,13.697916666666664,2
11,0,1,0.0,1.0,2013-12-16 11:06:00,2013-12-13 16:37:00,0,2.770138888888889,3
1,2,3,0.0,1.0,2013-12-18 16:17:00,2013-12-13 17:13:00,0,4.961111111111111,4
7,1,0,0.0,1.0,2013-12-14 10:02:00,2013-12-14 09:42:00,0,0.013888888888888888,3
9,4,1,0.0,1.0,2013-12-15 11:33:00,2013-12-15 10:33:00,0,0.04166666666666666,2
1,4,0,1.0,2.0,2013-12-16 09:55:00,2013-12-16 07:08:00,0,0.11597222222222225,3
1,4,0,1.0,1.0,2013-12-16 08:55:00,2013-12-16 07:29:00,0,0.05972222222222224,3
1,4,0,1.0,2.0,2013-12-16 11:30:00,2013-12-16 07:47:00,0,0.15486111111111112,1
1,4,0,0.0,1.0,2013-12-16 08:21:00,2013-12-16 07:48:00,0,0.02291666666666666,2
1,6,0,0.0,1.0,2013-12-16 08:11:00,2013-12-16 07:56:00,0,0.010416666666666666,3
1,4,0,0.0,1.0,2013-12-16 09:47:00,2013-12-16 08:13:00,0,0.06527777777777778,2
1,8,0,0.0,1.0,2013-12-16 08:36:00,2013-12-16 08:33:00,0,0.0020833333333333333,2
1,4,0,0.0,1.0,2013-12-16 09:02:00,2013-12-16 08:46:00,0,0.011111111111111113,3
3,6,0,0.0,1.0,2013-12-16 09:23:00,2013-12-16 08:46:00,0,0.025694444444444443,2
1,4,0,0.0,1.0,2013-12-16 09:47:00,2013-12-16 08:48:00,0,0.040972222222222215,1
1,6,0,0.0,1.0,2013-12-16 12:35:00,2013-12-16 08:56:00,0,0.15208333333333332,2
1,6,7,0.0,1.0,2013-12-18 11:12:00,2013-12-16 08:59:00,0,2.092361111111111,3
1,6,0,0.0,1.0,2013-12-17 16:12:00,2013-12-16 09:02:00,0,1.2986111111111112,3
1,4,0,0.0,1.0,2013-12-16 09:47:00,2013-12-16 09:04:00,0,0.02986111111111112,2
1,4,0,0.0,1.0,2013-12-16 09:47:00,2013-12-16 09:05:00,0,0.029166666666666667,2
1,8,0,0.0,1.0,2013-12-16 14:44:00,2013-12-16 09:09:00,0,0.2326388888888889,4
11,2,0,0.0,1.0,2013-12-17 11:11:00,2013-12-16 09:12:00,0,1.0826388888888892,4
1,4,0,0.0,1.0,2013-12-16 13:11:00,2013-12-16 09:12:00,0,0.16597222222222222,3
1,7,0,0.0,1.0,2013-12-19 09:43:00,2013-12-16 09:24:00,0,3.0131944444444443,2
3,4,3,0.0,2.0,2014-01-07 14:57:00,2013-12-16 09:33:00,1,22.225,4
3,1,0,0.0,1.0,2013-12-18 12:14:00,2013-12-16 09:42:00,0,2.105555555555556,2
1,6,6,0.0,4.0,2014-01-10 12:47:00,2013-12-16 07:59:00,1,25.2,3
1,6,6,0.0,4.0,2014-01-10 12:48:00,2013-12-16 08:03:00,1,25.19791666666667,2
1,4,0,0.0,1.0,2013-12-16 09:46:00,2013-12-16 08:13:00,0,0.06458333333333334,2
1,6,0,0.0,1.0,2013-12-16 10:00:00,2013-12-16 08:27:00,0,0.06458333333333334,2
1,6,0,0.0,1.0,2013-12-16 13:44:00,2013-12-16 08:57:00,0,0.1993055555555556,3
1,4,0,0.0,1.0,2013-12-16 09:46:00,2013-12-16 09:08:00,0,0.026388888888888892,2
3,1,0,0.0,1.0,2013-12-18 12:17:00,2013-12-16 09:42:00,0,2.1076388888888893,1
9,8,0,0.0,1.0,2013-12-16 12:58:00,2013-12-16 09:44:00,0,0.13472222222222222,2
1,6,0,0.0,1.0,2013-12-16 10:06:00,2013-12-16 09:51:00,0,0.010416666666666666,3
1,6,5,0.0,1.0,2013-12-18 15:28:00,2013-12-16 10:04:00,0,2.225,3
11,7,2,0.0,1.0,2013-12-31 11:45:00,2013-12-16 10:07:00,0,15.068055555555556,3
3,6,0,0.0,1.0,2013-12-16 16:32:00,2013-12-16 10:13:00,0,0.26319444444444445,4
1,4,0,0.0,1.0,2013-12-27 14:09:00,2013-12-16 10:13:00,0,11.163888888888891,4
1,4,2,0.0,1.0,2013-12-31 14:54:00,2013-12-16 10:15:00,0,15.19375,3
1,6,1,0.0,1.0,2013-12-16 13:55:00,2013-12-16 10:21:00,0,0.1486111111111111,3
3,6,0,0.0,1.0,2013-12-17 11:18:00,2013-12-16 10:24:00,0,1.0375,4
1,3,0,0.0,1.0,2013-12-16 11:14:00,2013-12-16 10:32:00,0,0.029166666666666667,3
1,4,0,0.0,1.0,2013-12-16 11:12:00,2013-12-16 10:41:00,0,0.021527777777777774,3
3,6,2,0.0,1.0,2013-12-27 09:15:00,2013-12-16 11:04:00,0,10.924305555555556,3
1,4,2,0.0,1.0,2014-01-08 13:45:00,2013-12-16 11:26:00,0,23.096527777777773,4
1,6,0,0.0,1.0,2013-12-16 16:03:00,2013-12-16 11:28:00,0,0.1909722222222222,2
1,6,0,0.0,1.0,2013-12-16 12:23:00,2013-12-16 11:29:00,0,0.0375,3
1,6,0,0.0,1.0,2013-12-16 14:22:00,2013-12-16 11:44:00,0,0.10972222222222222,4
11,4,3,0.0,1.0,2014-01-06 14:43:00,2013-12-16 11:44:00,0,21.124305555555555,3
1,2,2,0.0,1.0,2013-12-18 15:33:00,2013-12-16 11:57:00,0,2.15,3
1,6,0,0.0,1.0,2013-12-16 12:07:00,2013-12-16 11:59:00,0,0.005555555555555557,3
11,3,0,0.0,1.0,2013-12-16 12:13:00,2013-12-16 12:08:00,0,0.003472222222222222,3
1,2,4,0.0,1.0,2013-12-20 13:14:00,2013-12-16 12:18:00,0,4.038888888888889,3
11,8,0,0.0,1.0,2013-12-16 12:59:00,2013-12-16 12:27:00,0,0.022222222222222227,3
1,4,0,0.0,1.0,2013-12-16 11:30:00,2013-12-16 09:39:00,0,0.07708333333333334,3
1,6,0,0.0,1.0,2014-02-05 13:02:00,2013-12-16 09:52:00,0,51.131944444444436,4
1,4,7,0.0,1.0,2014-01-06 08:04:00,2013-12-16 09:57:00,0,20.921527777777783,4
3,7,0,0.0,1.0,2014-01-03 08:32:00,2013-12-16 10:03:00,0,17.936805555555555,4
1,4,1,0.0,1.0,2013-12-18 15:05:00,2013-12-16 10:14:00,0,2.2020833333333334,3
11,6,5,0.0,1.0,2013-12-18 14:34:00,2013-12-16 10:23:00,0,2.174305555555556,3
1,6,0,0.0,1.0,2013-12-16 15:01:00,2013-12-16 10:31:00,0,0.1875,4
1,4,3,0.0,1.0,2013-12-17 13:52:00,2013-12-16 10:38:00,0,1.1347222222222222,3
11,2,0,0.0,1.0,2013-12-16 12:36:00,2013-12-16 10:51:00,0,0.07291666666666667,3
1,6,0,0.0,1.0,2013-12-16 11:54:00,2013-12-16 10:52:00,0,0.04305555555555556,2
11,6,3,0.0,1.0,2013-12-18 16:17:00,2013-12-16 10:55:00,0,2.2236111111111105,3
1,4,3,0.0,1.0,2013-12-20 07:47:00,2013-12-16 10:58:00,0,3.8673611111111112,4
3,5,1,0.0,1.0,2013-12-16 11:24:00,2013-12-16 11:19:00,0,0.003472222222222222,2
11,6,0,0.0,1.0,2013-12-16 12:24:00,2013-12-16 11:29:00,0,0.03819444444444445,4
1,4,0,0.0,1.0,2013-12-16 12:01:00,2013-12-16 11:35:00,0,0.018055555555555557,2
1,4,0,0.0,1.0,2013-12-16 13:55:00,2013-12-16 11:41:00,0,0.09305555555555556,2
11,4,1,0.0,1.0,2013-12-16 12:12:00,2013-12-16 11:46:00,0,0.018055555555555557,3
3,1,0,0.0,1.0,2013-12-24 11:51:00,2013-12-16 11:55:00,0,7.997222222222222,4
1,6,3,0.0,1.0,2013-12-24 14:59:00,2013-12-16 12:00:00,0,8.124305555555555,3
3,1,0,0.0,1.0,2013-12-19 13:19:00,2013-12-16 12:09:00,0,3.048611111111111,4
1,9,3,0.0,1.0,2013-12-23 13:11:00,2013-12-16 12:14:00,0,7.039583333333334,4
1,8,0,0.0,2.0,2014-01-15 13:07:00,2013-12-16 09:43:00,1,30.141666666666666,4
1,3,0,0.0,1.0,2013-12-16 10:01:00,2013-12-16 09:43:00,0,0.0125,3
1,6,0,0.0,1.0,2013-12-16 10:13:00,2013-12-16 09:49:00,0,0.016666666666666666,3
1,4,1,0.0,1.0,2013-12-16 14:10:00,2013-12-16 09:50:00,0,0.18055555555555555,4
1,6,6,0.0,1.0,2013-12-31 12:29:00,2013-12-16 09:56:00,0,15.10625,3
1,6,0,0.0,1.0,2013-12-16 10:47:00,2013-12-16 09:57:00,0,0.034722222222222224,3
11,4,0,0.0,1.0,2013-12-16 11:32:00,2013-12-16 10:01:00,0,0.06319444444444444,4
1,6,2,0.0,1.0,2013-12-16 13:25:00,2013-12-16 10:31:00,0,0.12083333333333332,2
11,6,0,0.0,1.0,2013-12-18 10:22:00,2013-12-16 10:34:00,0,1.9916666666666667,3
11,6,0,0.0,1.0,2013-12-18 10:23:00,2013-12-16 10:38:00,0,1.9895833333333333,3
1,4,0,0.0,1.0,2013-12-16 11:21:00,2013-12-16 10:44:00,0,0.025694444444444443,3
1,4,0,0.0,1.0,2013-12-16 12:24:00,2013-12-16 10:55:00,0,0.061805555555555565,2
1,2,0,0.0,1.0,2013-12-16 13:58:00,2013-12-16 10:55:00,0,0.12708333333333333,4
3,8,0,0.0,1.0,2013-12-16 14:24:00,2013-12-16 11:01:00,0,0.14097222222222222,4
